employee_id,department,job_level,tenure_months,training_hours,manager_support,work_life_balance,engagement_score,performance_rating
EMP_2672,Marketing,Senior,34,53,3.0,3.9,6.1,4.1
EMP_2673,Customer Support,Senior,36,35,4.0,3.5,6.3,4.6
EMP_2674,IT,Senior,29,52,2.5,4.0,3.5,4.6
EMP_2675,Engineering,Lead,31,60,4.5,2.4,7.5,4.9
EMP_2676,Marketing,Individual Contributor,33,38,3.7,3.9,8.2,4.7
EMP_2677,Research,Lead,33,79,3.3,2.1,5.2,4.4
EMP_2678,Finance,Lead,24,44,2.2,3.3,3.1,3.7
EMP_2679,Marketing,Lead,17,36,3.0,3.5,8.1,4.9
EMP_2680,Engineering,Individual Contributor,41,33,3.0,2.4,6.4,3.5
EMP_2681,Operations,Individual Contributor,27,23,2.9,4.8,7.6,4.4
EMP_2682,IT,Senior,29,68,3.8,4.2,6.7,4.8
EMP_2683,Operations,Individual Contributor,32,28,4.3,4.7,8.3,4.3
EMP_2684,Sales,Senior,24,55,3.8,1.9,5.7,3.4
EMP_2685,Engineering,Individual Contributor,37,39,3.4,4.0,5.3,3.8
EMP_2686,Sales,Senior,22,39,3.1,5.0,8.3,4.9
EMP_2687,Operations,Individual Contributor,44,27,3.1,2.9,6.7,4.0
EMP_2688,Operations,Senior,20,41,3.5,3.4,7.9,4.3
EMP_2689,Engineering,Senior,47,51,4.0,4.1,9.4,4.4
EMP_2690,Sales,Individual Contributor,13,39,3.3,3.6,8.2,3.7
EMP_2691,Marketing,Senior,26,35,4.4,4.6,8.3,4.3
EMP_2692,Marketing,Senior,37,52,3.2,3.9,8.8,4.7
EMP_2693,Customer Support,Senior,25,31,3.6,3.3,5.4,3.3
EMP_2694,Sales,Individual Contributor,15,29,3.6,3.6,7.0,3.9
EMP_2695,Engineering,Individual Contributor,25,56,3.4,4.6,7.5,4.7
EMP_2696,Operations,Individual Contributor,8,46,4.2,4.4,10.0,4.3
EMP_2697,Legal,Individual Contributor,37,33,3.6,2.3,6.9,4.8
EMP_2698,Sales,Lead,28,39,2.6,3.7,5.0,4.7
EMP_2699,Engineering,Senior,36,57,3.6,1.9,7.6,4.7
EMP_2700,IT,Lead,62,60,3.9,2.0,6.0,4.9
EMP_2701,Operations,Manager,50,55,2.9,4.4,9.5,4.3
EMP_2702,Operations,Senior,47,33,3.8,3.1,8.7,4.1
EMP_2703,Engineering,Individual Contributor,28,42,3.1,3.6,5.3,4.3
EMP_2704,Marketing,Individual Contributor,49,48,4.3,3.1,6.6,4.4
EMP_2705,Sales,Individual Contributor,5,64,2.6,4.0,4.5,4.1
EMP_2706,Research,Individual Contributor,17,35,3.9,3.4,8.0,4.7
EMP_2707,Sales,Individual Contributor,9,62,3.4,3.5,6.4,4.2
EMP_2708,Operations,Individual Contributor,20,26,3.6,3.3,6.1,3.9
EMP_2709,Engineering,Individual Contributor,34,24,3.1,3.2,4.7,3.5
EMP_2710,Finance,Individual Contributor,11,77,4.0,1.8,3.3,4.1
EMP_2711,Engineering,Individual Contributor,26,54,4.5,3.3,6.9,4.8
EMP_2712,IT,Individual Contributor,44,50,3.8,3.1,6.2,4.7
EMP_2713,Engineering,Individual Contributor,45,48,4.1,2.7,6.1,4.4
EMP_2714,IT,Senior,16,64,3.0,3.7,7.1,4.6
EMP_2715,Engineering,Senior,20,61,4.9,3.3,6.3,4.0
EMP_2716,Sales,Lead,24,36,4.1,4.1,6.9,4.5
EMP_2717,IT,Lead,23,75,3.5,3.4,6.2,4.8
EMP_2718,Engineering,Senior,27,47,3.7,3.5,6.6,4.2
EMP_2719,Engineering,Individual Contributor,24,42,3.7,4.3,5.7,4.0
EMP_2720,Customer Support,Individual Contributor,11,40,3.3,3.8,5.3,3.6
EMP_2721,IT,Individual Contributor,38,63,4.7,3.6,9.3,4.6
EMP_2722,Customer Support,Individual Contributor,11,10,3.9,4.4,6.2,3.8
EMP_2723,Sales,Individual Contributor,30,52,3.8,4.4,7.1,4.2
EMP_2724,Marketing,Individual Contributor,26,34,1.2,3.8,4.8,3.7
EMP_2725,Engineering,Individual Contributor,23,50,3.2,1.9,5.5,3.5
EMP_2726,IT,Individual Contributor,8,65,1.6,4.3,4.9,4.7
EMP_2727,IT,Senior,9,66,3.2,3.8,6.0,4.3
EMP_2728,Finance,Individual Contributor,42,36,1.8,2.8,4.4,3.3
EMP_2729,IT,Individual Contributor,22,33,3.6,3.9,6.7,4.3
EMP_2730,Sales,Individual Contributor,8,34,2.7,3.4,5.5,4.2
EMP_2731,HR,Individual Contributor,14,49,3.5,3.8,8.1,4.3
EMP_2732,Research,Individual Contributor,10,65,3.2,2.0,4.6,3.9
EMP_2733,Customer Support,Individual Contributor,24,18,3.3,3.4,5.7,4.3
EMP_2734,Marketing,Senior,9,73,3.6,3.7,6.6,4.5
EMP_2735,Marketing,Senior,42,60,2.9,2.5,5.0,4.7
EMP_2736,HR,Senior,29,54,3.9,4.0,7.5,4.7
EMP_2737,Sales,Senior,47,46,3.9,3.1,7.2,4.3
EMP_2738,Marketing,Individual Contributor,17,49,3.5,3.7,5.9,4.2
EMP_2739,Legal,Individual Contributor,33,37,3.0,3.4,6.9,4.1
EMP_2740,Sales,Individual Contributor,16,44,3.9,3.8,7.8,4.2
EMP_2741,Customer Support,Individual Contributor,17,27,2.7,3.7,3.7,3.8
EMP_2742,Sales,Manager,48,62,4.4,2.9,8.3,4.5
EMP_2743,HR,Individual Contributor,8,61,2.3,4.8,6.6,4.5
EMP_2744,Engineering,Individual Contributor,20,55,2.1,3.8,4.4,4.0
EMP_2745,HR,Senior,25,32,3.4,3.1,6.8,4.3
EMP_2746,Customer Support,Lead,23,48,3.0,3.2,6.3,3.9
EMP_2747,Engineering,Lead,19,55,3.3,3.2,6.1,4.8
EMP_2748,Engineering,Individual Contributor,8,52,3.2,3.4,8.7,4.5
EMP_2749,Customer Support,Individual Contributor,46,23,2.0,2.7,3.4,2.8
EMP_2750,Operations,Individual Contributor,11,39,3.1,2.6,4.7,3.9
EMP_2751,Operations,Individual Contributor,20,43,3.7,3.3,5.7,3.7
EMP_2752,Marketing,Individual Contributor,28,33,2.9,2.6,6.5,3.9
EMP_2753,Engineering,Senior,34,52,4.3,3.2,7.6,5.0
EMP_2754,Research,Senior,40,45,2.7,4.3,7.8,4.8
EMP_2755,Operations,Senior,30,44,3.4,3.7,5.1,4.8
EMP_2756,IT,Senior,35,59,3.1,2.4,4.9,4.5
EMP_2757,Finance,Individual Contributor,34,36,3.7,3.6,4.5,4.0
EMP_2758,IT,Individual Contributor,32,49,3.8,3.4,9.5,4.2
EMP_2759,HR,Manager,46,40,2.7,3.6,4.4,4.9
EMP_2760,Customer Support,Senior,42,32,3.7,3.4,7.3,4.4
EMP_2761,Marketing,Individual Contributor,1,56,4.0,3.1,8.6,4.9
EMP_2762,Marketing,Individual Contributor,26,41,5.0,3.0,7.3,4.1
EMP_2763,Engineering,Individual Contributor,43,52,2.5,4.5,7.3,4.8
EMP_2764,IT,Individual Contributor,6,57,3.9,3.2,7.2,4.8
EMP_2765,HR,Senior,31,62,2.7,3.1,3.2,4.0
EMP_2766,Sales,Individual Contributor,19,50,3.8,3.3,7.2,3.6
EMP_2767,Research,Senior,22,66,3.7,4.0,7.3,4.9
EMP_2768,Finance,Individual Contributor,35,61,2.9,2.8,5.5,5.0
EMP_2769,Sales,Individual Contributor,13,40,3.2,3.4,5.2,3.1
EMP_2770,Operations,Individual Contributor,28,26,2.8,3.1,3.4,3.9
EMP_2771,Operations,Senior,31,50,3.3,4.3,6.8,4.5
EMP_2772,Operations,Senior,28,47,3.6,3.0,5.0,4.2
EMP_2773,HR,Individual Contributor,31,26,3.3,3.8,7.6,3.8
EMP_2774,Marketing,Lead,28,60,3.8,2.7,7.4,4.7
EMP_2775,Sales,Senior,25,66,4.6,2.8,6.0,4.4
EMP_2776,Marketing,Lead,11,35,3.3,4.4,8.3,4.7
EMP_2777,Engineering,Individual Contributor,30,14,2.9,2.0,5.9,3.3
EMP_2778,Finance,Director,58,63,2.9,2.0,5.0,4.9
EMP_2779,Marketing,Individual Contributor,32,33,3.6,3.0,9.7,4.7
EMP_2780,Operations,Individual Contributor,29,29,3.7,3.1,4.1,3.4
EMP_2781,Engineering,Individual Contributor,45,48,2.4,4.2,5.5,3.8
EMP_2782,IT,Individual Contributor,18,55,3.6,3.1,7.0,4.3
EMP_2783,Marketing,Lead,42,38,4.1,3.7,7.9,4.7
EMP_2784,HR,Individual Contributor,37,25,4.3,2.7,5.6,4.3
EMP_2785,Sales,Individual Contributor,30,17,4.5,4.6,8.7,4.5
EMP_2786,Engineering,Individual Contributor,35,39,3.5,4.3,9.4,4.9
EMP_2787,HR,Individual Contributor,24,33,3.1,3.7,5.6,4.0
EMP_2788,Finance,Individual Contributor,33,48,4.0,3.6,5.0,3.6
EMP_2789,Operations,Individual Contributor,35,33,3.6,2.3,4.9,3.8
EMP_2790,Marketing,Individual Contributor,38,54,3.5,3.2,7.4,4.4
EMP_2791,HR,Individual Contributor,32,57,4.1,4.4,7.0,4.7
EMP_2792,HR,Senior,47,35,4.1,3.1,7.9,4.8
EMP_2793,Engineering,Director,32,62,3.8,3.3,7.0,5.0
EMP_2794,Sales,Individual Contributor,23,40,2.3,4.3,4.6,3.6
EMP_2795,Engineering,Individual Contributor,38,35,3.5,2.9,7.4,4.4
EMP_2796,Marketing,Individual Contributor,37,53,3.8,3.5,7.0,4.3
EMP_2797,Sales,Senior,29,58,3.3,2.8,5.4,4.2
EMP_2798,Engineering,Manager,25,59,3.5,3.3,6.4,4.7
EMP_2799,Research,Individual Contributor,44,71,3.6,2.3,8.4,4.9
EMP_2800,Engineering,Individual Contributor,23,37,2.6,2.7,3.3,4.0
EMP_2801,Operations,Individual Contributor,27,38,4.2,3.9,9.0,4.9
EMP_2802,Marketing,Individual Contributor,23,62,3.9,2.1,6.4,4.4
EMP_2803,Marketing,Individual Contributor,40,34,3.6,1.8,4.7,3.2
EMP_2804,Sales,Individual Contributor,23,50,2.8,3.4,4.6,3.2
EMP_2805,Sales,Manager,37,33,3.6,2.1,4.0,4.0
EMP_2806,Sales,Individual Contributor,25,12,3.6,4.1,7.8,3.7
EMP_2807,Engineering,Lead,38,61,2.1,3.8,7.1,4.9
EMP_2808,HR,Individual Contributor,43,49,3.7,4.1,8.2,4.8
EMP_2809,Sales,Individual Contributor,17,36,4.4,1.9,6.9,4.7
EMP_2810,Sales,Individual Contributor,28,65,3.8,1.8,6.6,4.0
EMP_2811,Operations,Individual Contributor,24,26,3.0,3.3,5.4,3.7
EMP_2812,Finance,Individual Contributor,40,33,2.8,3.3,6.0,4.5
EMP_2813,Finance,Individual Contributor,6,62,3.5,2.9,4.4,3.9
EMP_2814,Sales,Individual Contributor,14,32,3.5,4.0,7.7,4.3
EMP_2815,Customer Support,Lead,29,39,4.8,3.5,6.8,4.3
EMP_2816,Sales,Individual Contributor,25,35,1.6,4.0,5.3,3.7
EMP_2817,Sales,Individual Contributor,7,40,4.6,4.1,7.5,4.0
EMP_2818,HR,Senior,33,45,3.8,4.8,7.4,4.3
EMP_2819,Finance,Senior,48,26,4.6,3.3,9.3,4.6
EMP_2820,Engineering,Individual Contributor,8,54,3.4,2.8,8.4,4.7
EMP_2821,HR,Senior,40,38,3.9,4.2,7.3,5.0
EMP_2822,Customer Support,Individual Contributor,10,32,2.3,4.0,5.4,3.1
EMP_2823,HR,Individual Contributor,20,26,2.7,3.7,4.9,3.6
EMP_2824,Finance,Lead,51,52,3.9,1.5,5.0,4.5
EMP_2825,Operations,Individual Contributor,15,22,4.3,4.4,6.4,3.8
EMP_2826,HR,Individual Contributor,52,25,3.8,4.8,9.8,4.7
EMP_2827,Sales,Individual Contributor,11,34,4.4,4.3,8.4,4.7
EMP_2828,Operations,Individual Contributor,33,37,4.2,3.7,7.6,4.0
EMP_2829,Operations,Manager,48,46,3.0,4.0,6.9,4.9
EMP_2830,IT,Individual Contributor,13,57,2.9,4.0,4.6,4.2
EMP_2831,Customer Support,Senior,33,33,4.7,4.1,7.3,3.6
EMP_2832,Finance,Senior,26,41,4.4,4.3,6.4,4.6
EMP_2833,Engineering,Individual Contributor,29,29,3.2,3.1,6.4,4.2
EMP_2834,HR,Senior,41,36,4.1,4.1,9.0,4.8
EMP_2835,Engineering,Individual Contributor,43,58,3.3,2.9,8.1,4.7
EMP_2836,Sales,Senior,42,52,3.7,2.3,5.1,4.9
EMP_2837,Operations,Individual Contributor,20,21,3.9,3.8,6.5,3.7
EMP_2838,IT,Individual Contributor,23,28,4.1,3.1,8.1,4.8
EMP_2839,Finance,Senior,38,42,3.5,2.9,5.5,4.7
EMP_2840,Finance,Individual Contributor,29,51,2.5,2.0,6.5,4.1
EMP_2841,Sales,Senior,25,43,2.9,3.8,4.4,4.1
EMP_2842,Sales,Individual Contributor,24,51,3.5,2.3,5.8,3.4
EMP_2843,HR,Individual Contributor,22,24,3.5,2.8,5.8,4.6
EMP_2844,Engineering,Individual Contributor,35,27,2.9,3.7,7.9,3.6
EMP_2845,Engineering,Individual Contributor,38,46,3.6,4.5,8.6,4.9
EMP_2846,Customer Support,Director,30,51,3.7,2.8,6.0,4.2
EMP_2847,Customer Support,Individual Contributor,9,36,4.0,4.3,7.2,4.1
EMP_2848,Engineering,Individual Contributor,13,65,3.6,3.6,8.2,4.4
EMP_2849,Sales,Individual Contributor,23,61,2.4,3.4,7.2,3.9
EMP_2850,Marketing,Senior,41,63,4.0,2.6,5.9,3.9
EMP_2851,Finance,Senior,44,60,3.7,2.4,4.1,4.6
EMP_2852,Marketing,Lead,40,65,3.9,3.8,8.0,4.9
EMP_2853,Sales,Individual Contributor,20,55,3.8,2.9,4.7,3.7
EMP_2854,Operations,Senior,30,32,2.9,3.4,4.6,4.1
EMP_2855,Operations,Lead,33,46,2.6,3.1,4.8,4.4
EMP_2856,HR,Senior,43,40,3.7,3.3,9.2,5.0
EMP_2857,HR,Individual Contributor,33,48,4.1,4.1,8.3,5.0
EMP_2858,Engineering,Individual Contributor,31,49,4.2,3.7,8.6,4.4
EMP_2859,Operations,Senior,25,27,3.5,3.3,9.5,4.6
EMP_2860,IT,Individual Contributor,33,42,4.2,3.6,8.0,4.5
EMP_2861,Research,Senior,34,63,3.6,4.4,9.2,5.0
EMP_2862,Engineering,Individual Contributor,33,67,4.2,2.7,7.0,4.3
EMP_2863,Engineering,Lead,5,55,1.4,3.5,4.6,3.9
EMP_2864,Engineering,Individual Contributor,36,56,4.8,3.4,8.2,4.6
EMP_2865,Sales,Individual Contributor,14,30,3.3,4.8,3.5,3.2
EMP_2866,IT,Director,28,71,3.2,3.0,4.5,4.6
EMP_2867,Sales,Individual Contributor,8,45,2.5,3.9,5.8,4.0
EMP_2868,Customer Support,Individual Contributor,18,31,2.5,3.4,4.9,3.3
EMP_2869,Sales,Lead,37,58,4.0,2.4,6.6,4.1
EMP_2870,IT,Individual Contributor,30,44,2.6,4.1,6.2,4.1
EMP_2871,Marketing,Senior,7,56,4.5,3.3,9.5,4.5
EMP_2872,IT,Individual Contributor,26,57,3.5,2.2,5.7,4.3
EMP_2873,Operations,Individual Contributor,33,40,4.0,3.7,6.3,4.0
EMP_2874,Customer Support,Individual Contributor,29,50,2.4,3.5,4.2,3.1
EMP_2875,Finance,Senior,33,51,1.6,3.2,5.1,4.8
EMP_2876,Sales,Individual Contributor,12,42,3.3,3.1,6.1,4.1
EMP_2877,Engineering,Individual Contributor,6,74,4.1,3.6,8.6,4.6
EMP_2878,Customer Support,Lead,36,38,4.4,2.7,5.9,4.4
EMP_2879,Engineering,Individual Contributor,22,47,3.5,4.1,7.5,4.3
EMP_2880,Finance,Lead,29,49,3.5,3.5,5.1,4.3
EMP_2881,Finance,Individual Contributor,26,35,3.3,3.6,5.8,4.1
EMP_2882,IT,Individual Contributor,28,39,3.9,3.5,6.8,4.7
EMP_2883,Customer Support,Individual Contributor,13,49,3.6,3.6,7.7,4.4
EMP_2884,HR,Individual Contributor,35,50,3.3,3.8,4.7,3.7
EMP_2885,IT,Director,50,48,2.7,4.0,2.3,4.2
EMP_2886,Finance,Individual Contributor,32,42,4.0,3.0,6.7,4.6
EMP_2887,Marketing,Lead,33,53,4.4,2.9,6.7,3.8
EMP_2888,Customer Support,Lead,31,19,3.5,4.0,6.6,4.0
EMP_2889,IT,Director,48,59,3.9,3.3,5.7,5.0
EMP_2890,Operations,Individual Contributor,16,64,1.6,2.7,2.6,2.2
EMP_2891,IT,Senior,34,61,4.1,2.6,6.3,4.8
EMP_2892,IT,Individual Contributor,22,58,3.7,2.3,6.7,4.6
EMP_2893,Sales,Individual Contributor,27,22,3.0,3.2,5.0,3.3
EMP_2894,Sales,Senior,35,47,3.6,2.9,7.8,4.2
EMP_2895,Engineering,Individual Contributor,37,66,3.9,4.7,8.7,4.5
EMP_2896,Operations,Individual Contributor,16,31,1.6,3.7,3.6,3.4
EMP_2897,HR,Individual Contributor,27,41,4.7,3.3,8.4,4.8
EMP_2898,Sales,Individual Contributor,13,40,3.2,3.9,6.8,4.0
EMP_2899,Operations,Individual Contributor,35,23,4.0,4.1,8.9,4.6
EMP_2900,Operations,Lead,31,68,3.2,3.3,4.8,4.9
EMP_2901,Sales,Individual Contributor,28,43,2.3,3.9,6.3,4.1
EMP_2902,Customer Support,Senior,17,42,2.5,3.3,3.9,3.4
EMP_2903,IT,Individual Contributor,13,44,2.3,4.3,5.8,4.0
EMP_2904,Customer Support,Individual Contributor,21,38,4.5,2.8,6.1,4.7
EMP_2905,HR,Senior,31,25,2.6,2.4,7.3,4.1
EMP_2906,Sales,Individual Contributor,39,66,3.7,1.8,3.7,3.8
EMP_2907,Engineering,Senior,28,56,3.4,4.1,7.4,4.8
EMP_2908,Operations,Lead,49,31,2.9,2.5,3.7,3.9
EMP_2909,Sales,Individual Contributor,17,37,4.8,2.7,7.5,3.8
EMP_2910,Customer Support,Senior,18,43,4.6,3.2,5.4,4.1
EMP_2911,Marketing,Senior,15,42,3.7,2.4,5.8,4.3
EMP_2912,Marketing,Individual Contributor,23,18,4.9,3.2,8.7,4.3
EMP_2913,HR,Lead,39,50,3.2,2.4,4.8,4.9
EMP_2914,IT,Individual Contributor,30,35,3.6,4.2,7.8,4.2
EMP_2915,Sales,Senior,38,36,3.4,3.4,7.5,4.9
EMP_2916,Finance,Lead,55,23,4.5,1.9,5.7,4.6
EMP_2917,Sales,Senior,24,46,3.4,4.4,6.2,4.2
EMP_2918,Engineering,Individual Contributor,44,27,3.7,3.7,7.4,4.6
EMP_2919,IT,Individual Contributor,13,65,2.6,2.9,3.2,3.8
EMP_2920,Sales,Individual Contributor,27,53,4.0,3.2,8.6,4.5
EMP_2921,Operations,Individual Contributor,28,34,3.3,4.1,5.7,3.9
EMP_2922,Marketing,Senior,35,61,4.4,3.1,7.7,4.7
EMP_2923,Customer Support,Senior,22,58,4.5,4.0,6.4,4.8
EMP_2924,Engineering,Individual Contributor,47,40,3.5,3.9,7.5,5.0
EMP_2925,HR,Individual Contributor,30,48,4.1,3.8,8.7,4.7
EMP_2926,Marketing,Senior,25,31,3.3,3.8,8.2,4.3
EMP_2927,Sales,Individual Contributor,18,27,3.9,4.5,8.1,4.4
EMP_2928,Customer Support,Manager,36,28,3.9,3.6,7.2,4.8
EMP_2929,Customer Support,Senior,32,47,4.5,4.8,8.4,4.3
EMP_2930,Operations,Individual Contributor,25,41,2.0,2.3,2.0,3.1
EMP_2931,Finance,Individual Contributor,30,35,2.5,3.4,4.7,3.5
EMP_2932,Engineering,Individual Contributor,32,46,3.2,3.6,6.0,4.5
EMP_2933,HR,Individual Contributor,23,34,4.1,4.1,6.6,4.0
EMP_2934,Legal,Senior,49,52,3.1,3.0,4.2,4.5
EMP_2935,Engineering,Individual Contributor,5,51,2.3,3.1,5.3,3.7
EMP_2936,Sales,Senior,7,48,4.0,3.2,7.5,4.3
EMP_2937,Sales,Lead,27,48,4.6,2.5,4.8,4.5
EMP_2938,Operations,Individual Contributor,45,59,3.4,3.0,6.4,4.2
EMP_2939,Marketing,Individual Contributor,29,51,4.0,3.1,6.7,4.5
EMP_2940,Engineering,Lead,34,55,1.8,2.4,4.1,4.5
EMP_2941,Finance,Individual Contributor,23,45,3.2,2.1,7.1,4.6
EMP_2942,Operations,Senior,12,51,3.2,4.8,6.5,4.0
EMP_2943,HR,Individual Contributor,34,53,2.8,3.9,4.1,4.6
EMP_2944,IT,Individual Contributor,9,72,3.5,3.0,8.4,5.0
EMP_2945,Marketing,Individual Contributor,29,24,3.5,3.4,6.5,4.1
EMP_2946,HR,Individual Contributor,8,58,3.9,2.7,6.6,4.4
EMP_2947,Operations,Individual Contributor,31,15,3.7,3.0,6.4,4.1
EMP_2948,Engineering,Individual Contributor,34,30,3.6,4.6,6.8,4.7
EMP_2949,Engineering,Individual Contributor,34,53,3.0,2.7,7.3,4.2
EMP_2950,IT,Senior,9,66,2.6,3.7,6.0,4.8
EMP_2951,Operations,Individual Contributor,35,17,3.2,3.9,6.2,4.5
EMP_2952,IT,Individual Contributor,31,22,4.3,2.5,5.4,4.4
EMP_2953,Sales,Senior,38,44,3.0,3.1,5.1,3.9
EMP_2954,IT,Individual Contributor,16,56,4.4,2.7,5.9,4.7
EMP_2955,Engineering,Individual Contributor,35,62,2.7,2.4,5.3,4.2
EMP_2956,Marketing,Senior,27,48,2.8,3.4,6.1,4.2
EMP_2957,IT,Individual Contributor,29,46,3.1,3.0,5.3,3.3
EMP_2958,Customer Support,Individual Contributor,25,42,3.2,2.2,7.4,3.6
EMP_2959,Marketing,Senior,14,46,4.0,3.0,6.9,4.4
EMP_2960,Finance,Senior,18,47,3.9,3.2,5.3,4.0
EMP_2961,Customer Support,Individual Contributor,24,40,3.2,3.6,4.7,3.3
EMP_2962,Marketing,Senior,5,64,3.3,3.7,7.4,4.8
EMP_2963,Sales,Senior,18,37,4.8,3.8,9.2,4.0
EMP_2964,Research,Individual Contributor,25,59,2.4,3.6,5.5,3.5
EMP_2965,Sales,Lead,21,45,2.5,3.6,4.5,3.9
EMP_2966,Marketing,Lead,48,48,3.3,3.8,8.1,4.2
EMP_2967,Marketing,Lead,31,53,3.1,3.6,8.4,5.0
EMP_2968,Sales,Individual Contributor,15,30,4.7,3.3,6.8,4.4
EMP_2969,Customer Support,Individual Contributor,14,27,4.3,2.7,4.6,3.3
EMP_2970,Engineering,Individual Contributor,31,31,3.4,3.6,8.2,4.1
EMP_2971,Sales,Individual Contributor,33,26,3.8,3.3,5.3,4.1
EMP_2972,Sales,Senior,16,36,3.2,3.7,5.4,3.7
EMP_2973,Sales,Individual Contributor,2,44,3.3,2.9,4.1,3.4
EMP_2974,Marketing,Individual Contributor,34,44,4.3,1.8,8.3,4.3
EMP_2975,HR,Individual Contributor,60,34,3.4,3.5,5.9,4.7
EMP_2976,Sales,Senior,33,71,3.7,3.0,4.7,5.0
EMP_2977,Sales,Individual Contributor,24,41,3.3,3.5,8.1,3.9
EMP_2978,Finance,Senior,26,35,4.1,1.9,4.3,3.9
EMP_2979,Engineering,Senior,31,50,2.1,4.5,8.1,4.4
EMP_2980,Marketing,Senior,35,48,2.9,2.9,5.3,4.1
EMP_2981,Engineering,Individual Contributor,21,60,3.4,3.4,5.7,4.3
EMP_2982,Research,Individual Contributor,24,52,4.1,4.0,7.6,4.8
EMP_2983,Engineering,Individual Contributor,46,48,2.7,3.7,4.7,4.5
EMP_2984,IT,Lead,32,55,2.2,2.9,6.0,3.8
EMP_2985,Sales,Individual Contributor,21,57,3.3,3.0,6.1,4.0
EMP_2986,IT,Individual Contributor,13,27,3.7,4.3,5.9,3.9
EMP_2987,HR,Individual Contributor,28,52,3.0,4.3,4.6,4.7
EMP_2988,Marketing,Individual Contributor,27,42,3.2,3.9,5.3,3.3
EMP_2989,Sales,Manager,33,62,4.0,3.1,7.0,4.3
EMP_2990,Engineering,Individual Contributor,40,54,3.8,3.0,9.0,4.9
EMP_2991,HR,Senior,39,46,3.7,3.9,6.7,4.5
EMP_2992,Sales,Manager,34,52,3.3,2.7,6.5,4.5
EMP_2993,Engineering,Lead,18,57,4.4,3.6,7.5,5.0
EMP_2994,Sales,Lead,13,71,2.9,1.5,4.0,3.9
EMP_2995,Engineering,Individual Contributor,29,54,4.2,2.9,7.1,4.1
EMP_2996,Operations,Senior,10,54,2.3,3.5,5.2,3.5
EMP_2997,Research,Individual Contributor,31,41,3.4,4.3,7.4,4.3
EMP_2998,Operations,Manager,48,36,4.0,3.4,6.9,4.8
EMP_2999,Marketing,Individual Contributor,31,16,3.1,4.2,4.1,3.7
EMP_3000,Engineering,Individual Contributor,35,48,4.0,3.8,8.4,4.9
EMP_3001,Customer Support,Individual Contributor,25,27,3.4,3.8,7.6,3.7
EMP_3002,Sales,Individual Contributor,17,57,3.6,2.5,6.3,4.9
EMP_3003,Customer Support,Individual Contributor,31,37,2.8,4.2,5.9,4.2
EMP_3004,Sales,Individual Contributor,17,21,3.4,3.0,6.7,4.5
EMP_3005,Marketing,Individual Contributor,31,52,3.4,3.6,7.7,4.6
EMP_3006,Engineering,Individual Contributor,28,48,3.9,2.9,8.0,4.9
EMP_3007,Marketing,Individual Contributor,24,44,4.0,3.7,7.4,4.8
EMP_3008,Sales,Senior,23,29,4.2,3.7,8.7,4.2
EMP_3009,Engineering,Individual Contributor,7,71,2.6,3.7,7.2,4.5
EMP_3010,Engineering,Individual Contributor,15,55,4.4,3.0,7.4,4.5
EMP_3011,HR,Individual Contributor,15,61,4.3,5.0,8.7,4.9
EMP_3012,Engineering,Individual Contributor,18,55,3.8,4.0,8.8,5.0
EMP_3013,Operations,Individual Contributor,39,45,2.3,4.1,5.9,3.7
EMP_3014,Operations,Senior,10,55,3.1,3.0,6.2,4.6
EMP_3015,Marketing,Senior,39,44,3.2,2.9,5.3,3.8
EMP_3016,Engineering,Individual Contributor,50,47,2.6,3.1,5.7,4.1
EMP_3017,Operations,Manager,19,70,3.0,1.6,2.7,3.8
EMP_3018,Engineering,Senior,18,37,3.2,3.6,5.3,4.1
EMP_3019,Customer Support,Senior,21,31,3.5,2.4,3.2,3.5
EMP_3020,Research,Individual Contributor,22,41,3.3,4.6,8.3,4.9
EMP_3021,IT,Individual Contributor,37,70,4.0,3.3,6.5,4.3
EMP_3022,Engineering,Individual Contributor,33,74,3.4,3.5,6.9,4.5
EMP_3023,Operations,Lead,31,44,3.2,3.9,7.8,4.9
EMP_3024,HR,Individual Contributor,23,61,3.2,3.1,6.5,4.2
EMP_3025,Customer Support,Individual Contributor,5,36,3.9,3.1,7.0,4.0
EMP_3026,Operations,Individual Contributor,33,47,3.3,2.7,5.1,3.7
EMP_3027,HR,Individual Contributor,38,15,3.1,4.3,7.2,4.5
EMP_3028,IT,Manager,49,70,3.8,3.0,9.0,4.9
EMP_3029,Sales,Individual Contributor,13,33,3.9,4.4,6.6,3.6
EMP_3030,Customer Support,Individual Contributor,34,46,3.0,3.2,5.8,3.5
EMP_3031,Engineering,Individual Contributor,42,30,2.1,2.8,4.1,3.1
EMP_3032,Marketing,Individual Contributor,8,56,2.7,4.0,5.5,4.1
EMP_3033,Engineering,Senior,22,49,3.6,3.5,8.0,4.8
EMP_3034,Engineering,Senior,36,51,4.4,3.3,9.9,4.9
EMP_3035,Sales,Individual Contributor,5,39,3.6,3.8,7.3,4.4
EMP_3036,IT,Individual Contributor,17,42,2.2,3.5,5.5,3.7
EMP_3037,Operations,Individual Contributor,29,12,2.5,3.8,5.1,3.6
EMP_3038,Engineering,Individual Contributor,39,57,2.7,3.1,6.5,4.5
EMP_3039,Engineering,Individual Contributor,37,36,2.8,3.5,6.9,4.0
EMP_3040,Sales,Individual Contributor,9,51,3.1,2.4,3.9,3.3
EMP_3041,IT,Manager,41,57,1.9,2.2,2.9,4.2
