employee_id,hire_date,termination_date,department,job_level,termination_reason
EMP1307,01/09/2021,,Customer Support,Individual Contributor,
EMP1308,02/18/2020,,Customer Support,Individual Contributor,
EMP1309,01/25/2025,06/05/2025,HR,Manager,Voluntary
EMP1310,01/09/2022,08/30/2024,HR,Individual Contributor,Voluntary
EMP1311,03/28/2020,08/12/2024,Operations,Lead,Involuntary
EMP1312,10/06/2022,,Sales,Director,
EMP1313,11/23/2022,01/14/2024,HR,Individual Contributor,Layoff
EMP1314,06/15/2021,04/20/2024,Marketing,Individual Contributor,Voluntary
EMP1315,06/22/2023,,Sales,Lead,
EMP1316,04/18/2025,,Engineering,Individual Contributor,
EMP1317,02/05/2022,,Engineering,Lead,
EMP1318,10/26/2021,03/22/2022,Product Development,Individual Contributor,Voluntary
EMP1319,01/28/2020,06/12/2020,Product Development,Manager,Layoff
EMP1320,05/21/2022,06/29/2022,HR,Individual Contributor,Voluntary
EMP1321,09/05/2025,,Finance,Senior,
EMP1322,08/28/2024,,Marketing,Individual Contributor,
EMP1323,05/27/2023,07/04/2024,Customer Support,Individual Contributor,Involuntary
EMP1324,06/10/2021,07/17/2021,Marketing,Individual Contributor,
EMP1325,12/25/2021,10/27/2023,HR,Senior,Involuntary
EMP1326,11/02/2021,06/07/2025,Engineering,Senior,Voluntary
EMP1327,12/19/2024,,HR,Senior,
EMP1328,03/06/2022,10/16/2023,Sales,Individual Contributor,Voluntary
EMP1329,07/21/2023,,Sales,Individual Contributor,
EMP1330,01/22/2022,05/26/2022,Finance,Individual Contributor,Involuntary
EMP1331,08/11/2023,09/24/2023,Finance,Director,Involuntary
EMP1332,09/01/2024,10/01/2024,Operations,Lead,Involuntary
EMP1333,03/22/2023,07/29/2023,Finance,Individual Contributor,Voluntary
EMP1334,07/06/2022,,Operations,Director,
EMP1335,06/03/2021,01/19/2022,Operations,Individual Contributor,Involuntary
EMP1336,01/26/2022,,Operations,Individual Contributor,
EMP1337,12/25/2020,10/29/2023,Product Development,Individual Contributor,Voluntary
EMP1338,03/06/2024,,Customer Support,Lead,
EMP1339,06/02/2023,,HR,Individual Contributor,
EMP1340,01/01/2024,,Customer Support,Individual Contributor,
EMP1341,03/26/2024,05/18/2024,Engineering,Individual Contributor,Involuntary
EMP1342,01/17/2024,12/11/2024,Engineering,Individual Contributor,Layoff
EMP1343,02/04/2023,03/17/2024,Finance,Individual Contributor,Voluntary
EMP1344,11/09/2023,,HR,Individual Contributor,
EMP1345,06/13/2025,,HR,Individual Contributor,
EMP1346,01/22/2020,09/07/2022,Customer Support,Lead,Layoff
EMP1347,10/16/2021,03/08/2022,HR,Lead,Voluntary
EMP1348,01/01/2022,,Engineering,Senior,
EMP1349,05/22/2021,01/10/2023,HR,Individual Contributor,Involuntary
EMP1350,04/22/2022,,Operations,Individual Contributor,
EMP1351,10/14/2020,,Operations,Individual Contributor,
EMP1352,04/11/2021,11/14/2021,Finance,Individual Contributor,Voluntary
EMP1353,03/03/2023,04/07/2023,Marketing,Senior,Voluntary
EMP1354,10/08/2021,,Marketing,Individual Contributor,
EMP1355,03/18/2020,01/25/2021,Customer Support,Director,Voluntary
EMP1356,08/21/2025,,Sales,Individual Contributor,
EMP1357,04/11/2022,11/14/2022,HR,Senior,Layoff
EMP1358,01/12/2022,,HR,Senior,
EMP1359,11/16/2022,,Operations,Individual Contributor,
EMP1360,12/20/2021,07/24/2022,Product Development,Individual Contributor,Voluntary
EMP1361,02/05/2021,09/28/2021,Sales,Individual Contributor,Voluntary
EMP1362,01/10/2024,,Engineering,Director,
EMP1363,12/10/2023,04/11/2024,Marketing,Lead,Involuntary
EMP1364,09/16/2020,08/01/2022,Finance,Individual Contributor,Involuntary
EMP1365,05/16/2023,12/21/2024,Operations,Director,Voluntary
EMP1366,07/13/2022,,Sales,Lead,
EMP1367,11/08/2022,03/31/2023,Sales,Manager,Voluntary
EMP1368,03/15/2022,05/13/2022,Customer Support,Individual Contributor,Involuntary
EMP1369,09/22/2020,08/05/2023,Finance,Senior,Voluntary
EMP1370,08/11/2021,12/21/2021,Marketing,Individual Contributor,Involuntary
EMP1371,02/27/2021,,HR,Individual Contributor,
EMP1372,07/15/2021,09/05/2023,Sales,Individual Contributor,Voluntary
EMP1373,02/19/2022,04/09/2022,Operations,Director,Involuntary
EMP1374,09/16/2022,,Engineering,Lead,
EMP1375,01/25/2023,,Engineering,Senior,
EMP1376,11/11/2022,01/01/2023,Customer Support,Lead,Voluntary
EMP1377,10/27/2020,09/03/2023,Operations,Individual Contributor,Involuntary
EMP1378,09/10/2021,04/20/2025,Engineering,Senior,Voluntary
EMP1379,10/28/2022,06/20/2023,Product Development,Individual Contributor,Voluntary
EMP1380,03/23/2021,05/01/2021,Operations,Senior,Involuntary
EMP1381,10/13/2023,,Finance,Individual Contributor,
EMP1382,01/17/2022,06/13/2024,Operations,Manager,Voluntary
EMP1383,09/06/2024,01/28/2025,HR,Senior,Voluntary
EMP1384,11/12/2024,03/26/2025,Operations,Individual Contributor,Involuntary
EMP1385,10/17/2020,06/09/2021,Sales,Lead,Involuntary
EMP1386,08/10/2020,10/04/2020,Operations,Manager,Voluntary
EMP1387,06/26/2024,,HR,Individual Contributor,
EMP1388,07/20/2024,,Customer Support,Senior,
EMP1389,09/11/2023,,Customer Support,Senior,
EMP1390,10/20/2020,12/16/2024,Marketing,Individual Contributor,Voluntary
EMP1391,09/11/2024,,Customer Support,Senior,
EMP1392,06/08/2024,01/10/2025,Operations,Senior,Voluntary
EMP1393,01/02/2021,,Engineering,Director,
EMP1394,02/07/2022,06/11/2022,Operations,Senior,Voluntary
EMP1395,03/02/2022,,Marketing,Manager,
EMP1396,02/02/2021,09/27/2021,Operations,Individual Contributor,Layoff
EMP1397,02/07/2020,04/03/2020,HR,Senior,Layoff
EMP1398,07/11/2021,,HR,Manager,
EMP1399,08/13/2021,01/03/2022,Sales,Individual Contributor,Involuntary
EMP1400,08/10/2023,12/31/2024,Engineering,Senior,Involuntary
EMP1401,08/05/2024,,Marketing,Individual Contributor,
EMP1402,03/24/2020,05/02/2020,Operations,Individual Contributor,
EMP1403,01/01/2022,02/10/2022,Customer Support,Individual Contributor,Voluntary
EMP1404,10/16/2023,02/27/2024,Marketing,Director,Voluntary
EMP1405,01/27/2021,12/09/2023,Operations,Senior,Voluntary
EMP1406,09/25/2022,11/09/2022,Marketing,Director,Voluntary
EMP1407,11/18/2024,,HR,Lead,
EMP1408,08/11/2023,06/30/2024,Engineering,Lead,Involuntary
EMP1409,05/11/2022,,Marketing,Senior,
EMP1410,04/07/2024,,Finance,Individual Contributor,
EMP1411,11/06/2023,,Operations,Director,
EMP1412,03/19/2022,,Engineering,Individual Contributor,
EMP1413,07/10/2023,11/15/2023,Operations,Individual Contributor,Involuntary
EMP1414,03/18/2022,08/14/2023,Marketing,Individual Contributor,Voluntary
EMP1415,06/21/2021,07/24/2021,Customer Support,Individual Contributor,
EMP1416,03/20/2022,05/07/2022,Product Development,Individual Contributor,Voluntary
EMP1417,08/22/2022,,Engineering,Individual Contributor,
EMP1418,03/12/2021,,Marketing,Senior,
EMP1419,02/14/2021,12/18/2021,HR,Lead,Voluntary
EMP1420,05/07/2022,,Customer Support,Individual Contributor,
EMP1421,06/03/2022,,HR,Senior,
EMP1422,03/08/2022,04/17/2024,Marketing,Individual Contributor,Voluntary
EMP1423,01/10/2020,05/31/2020,Product Development,Individual Contributor,
EMP1424,07/12/2022,09/07/2024,Customer Support,Senior,Involuntary
EMP1425,03/08/2022,10/21/2024,Sales,Senior,Voluntary
EMP1426,07/09/2023,,Sales,Senior,
EMP1427,09/16/2024,,Finance,Senior,
EMP1428,02/03/2021,12/09/2022,Operations,Individual Contributor,Involuntary
EMP1429,06/22/2021,11/13/2021,Operations,Individual Contributor,Voluntary
EMP1430,03/12/2023,,Engineering,Individual Contributor,
EMP1431,07/23/2021,,Finance,Senior,
EMP1432,01/12/2020,08/25/2020,Product Development,Individual Contributor,Voluntary
EMP1433,12/26/2024,02/05/2025,HR,Senior,Voluntary
EMP1434,05/24/2022,01/15/2025,Finance,Individual Contributor,Involuntary
EMP1435,11/25/2022,04/07/2023,Product Development,Individual Contributor,Voluntary
EMP1436,01/20/2022,,Operations,Senior,
EMP1437,08/02/2024,,Sales,Manager,
EMP1438,11/16/2024,01/12/2025,Operations,Individual Contributor,Voluntary
EMP1439,07/23/2023,,Customer Support,Senior,
EMP1440,10/14/2021,09/07/2023,Product Development,Senior,Voluntary
EMP1441,08/28/2021,,HR,Senior,
EMP1442,06/26/2025,,HR,Lead,
EMP1443,10/05/2022,02/15/2024,Operations,Senior,Layoff
EMP1444,07/05/2022,08/07/2023,Customer Support,Manager,Involuntary
EMP1445,07/19/2020,02/28/2021,Product Development,Individual Contributor,Voluntary
EMP1446,01/21/2021,02/24/2024,Finance,Lead,Voluntary
EMP1447,02/18/2023,,Engineering,Individual Contributor,
EMP1448,07/10/2022,,Finance,Senior,
EMP1449,06/18/2022,10/27/2022,HR,Manager,Voluntary
EMP1450,02/14/2022,03/15/2022,Product Development,Manager,Voluntary
EMP1451,04/07/2023,,Operations,Manager,
EMP1452,05/23/2022,,HR,Manager,
EMP1453,06/03/2021,01/28/2025,Customer Support,Senior,Voluntary
EMP1454,06/04/2021,10/04/2022,Finance,Individual Contributor,Voluntary
EMP1455,10/26/2023,,Sales,Lead,
EMP1456,02/07/2022,10/02/2023,Customer Support,Individual Contributor,Voluntary
EMP1457,07/20/2023,02/25/2024,Operations,Lead,Voluntary
EMP1458,12/28/2020,10/31/2023,Product Development,Lead,Involuntary
EMP1459,09/08/2022,11/06/2022,Customer Support,Individual Contributor,Involuntary
EMP1460,09/03/2023,,Sales,Individual Contributor,
EMP1461,05/26/2022,,Marketing,Senior,
EMP1462,09/15/2021,,Finance,Senior,
EMP1463,03/17/2023,,Marketing,Individual Contributor,
EMP1464,05/16/2024,07/07/2024,Sales,Lead,Involuntary
EMP1465,01/02/2024,08/12/2024,HR,Senior,Voluntary
EMP1466,08/15/2024,,Operations,Individual Contributor,
EMP1467,01/18/2022,09/15/2023,Finance,Individual Contributor,Voluntary
EMP1468,12/06/2025,,HR,Lead,
EMP1469,03/09/2022,04/11/2022,Finance,Lead,Involuntary
EMP1470,11/11/2023,,HR,Manager,
EMP1471,02/02/2022,,Operations,Individual Contributor,
EMP1472,11/06/2022,,Marketing,Individual Contributor,
EMP1473,02/08/2022,,Customer Support,Lead,
EMP1474,02/18/2025,,Engineering,Senior,
EMP1475,08/21/2022,04/12/2023,Product Development,Individual Contributor,Voluntary
EMP1476,04/04/2022,08/12/2022,Product Development,Director,Voluntary
EMP1477,01/15/2021,02/21/2021,Marketing,Senior,
EMP1478,02/25/2022,07/12/2022,Marketing,Lead,Voluntary
EMP1479,06/27/2023,07/31/2023,HR,Individual Contributor,Voluntary
EMP1480,04/11/2022,,Finance,Individual Contributor,
EMP1481,06/11/2021,08/06/2023,Product Development,Individual Contributor,Layoff
EMP1482,11/21/2023,,Sales,Senior,
EMP1483,07/24/2020,03/17/2023,Customer Support,Individual Contributor,Involuntary
EMP1484,08/20/2023,,Marketing,Individual Contributor,
EMP1485,08/16/2024,,Finance,Senior,
EMP1486,08/09/2022,09/10/2022,HR,Senior,Voluntary
EMP1487,08/18/2020,,Marketing,Senior,
EMP1488,09/05/2024,10/12/2024,Sales,Individual Contributor,Voluntary
EMP1489,01/19/2022,12/12/2023,Operations,Individual Contributor,Layoff
EMP1490,06/07/2022,,Finance,Individual Contributor,
EMP1491,03/09/2023,08/01/2024,Finance,Individual Contributor,Voluntary
EMP1492,01/17/2024,03/13/2024,Finance,Lead,Involuntary
EMP1493,09/05/2023,,Sales,Manager,
EMP1494,01/22/2021,,Sales,Senior,
EMP1495,09/13/2022,11/03/2022,Marketing,Individual Contributor,Voluntary
EMP1496,08/11/2022,09/13/2022,Finance,Senior,Involuntary
EMP1497,09/25/2022,01/30/2024,HR,Lead,Voluntary
EMP1498,10/21/2023,,Operations,Director,
EMP1499,08/03/2020,06/24/2022,Product Development,Individual Contributor,Voluntary
EMP1500,07/11/2020,,Engineering,Individual Contributor,
EMP1501,08/22/2022,12/24/2022,Sales,Senior,Voluntary
EMP1502,12/20/2023,05/16/2024,Engineering,Manager,Voluntary
EMP1503,12/22/2020,04/26/2021,Finance,Individual Contributor,Voluntary
EMP1504,01/17/2024,06/04/2024,Sales,Senior,Voluntary
EMP1505,10/13/2021,11/14/2021,Product Development,Manager,Involuntary
EMP1506,05/11/2021,,Sales,Individual Contributor,
EMP1507,09/17/2022,,Marketing,Lead,
EMP1508,03/27/2025,,Marketing,Lead,
EMP1509,01/06/2024,,Customer Support,Individual Contributor,
EMP1510,08/05/2020,03/29/2024,Operations,Senior,Voluntary
EMP1511,07/13/2023,05/28/2025,Sales,Individual Contributor,Voluntary
EMP1512,04/28/2022,03/19/2023,Marketing,Individual Contributor,Voluntary
EMP1513,10/02/2020,,Engineering,Individual Contributor,
EMP1514,06/15/2022,08/08/2022,Finance,Senior,Involuntary
EMP1515,09/25/2021,07/30/2024,Operations,Individual Contributor,Voluntary
EMP1516,06/28/2022,,Sales,Manager,
EMP1517,07/27/2022,,Finance,Senior,
EMP1518,02/10/2021,,Marketing,Individual Contributor,
EMP1519,05/08/2025,,Sales,Lead,
EMP1520,06/27/2023,05/18/2025,Sales,Senior,Voluntary
EMP1521,06/12/2023,,HR,Senior,
EMP1522,05/08/2022,07/03/2022,Customer Support,Individual Contributor,Involuntary
EMP1523,01/01/2020,08/28/2024,Finance,Senior,Voluntary
EMP1524,08/11/2023,12/31/2023,HR,Lead,Voluntary
EMP1525,08/28/2023,10/02/2023,HR,Director,Voluntary
EMP1526,07/12/2023,09/09/2023,HR,Lead,Voluntary
EMP1527,02/14/2020,04/05/2021,Customer Support,Senior,Involuntary
EMP1528,03/21/2023,08/12/2023,Product Development,Individual Contributor,Involuntary
EMP1529,01/25/2020,03/09/2024,Marketing,Lead,Voluntary
EMP1530,06/07/2021,07/19/2023,Sales,Individual Contributor,Layoff
EMP1531,07/11/2022,,Customer Support,Senior,
EMP1532,02/19/2023,07/17/2023,Customer Support,Individual Contributor,Voluntary
EMP1533,11/19/2023,,HR,Senior,
EMP1534,09/26/2021,08/05/2022,Customer Support,Individual Contributor,Involuntary
EMP1535,10/19/2020,09/06/2021,HR,Senior,
EMP1536,11/08/2021,09/24/2022,Operations,Individual Contributor,Voluntary
EMP1537,06/07/2021,,Operations,Individual Contributor,
EMP1538,01/01/2023,08/09/2023,Operations,Lead,Voluntary
EMP1539,07/13/2024,,Finance,Individual Contributor,
EMP1540,01/17/2023,,Customer Support,Individual Contributor,
EMP1541,01/27/2021,09/03/2023,Product Development,Manager,Involuntary
EMP1542,06/10/2025,,Marketing,Individual Contributor,
EMP1543,03/10/2022,04/21/2023,Finance,Senior,Involuntary
EMP1544,05/04/2024,10/01/2024,Sales,Individual Contributor,Involuntary
EMP1545,05/19/2021,12/28/2024,Customer Support,Lead,Voluntary
EMP1546,04/17/2021,,Operations,Individual Contributor,
EMP1547,07/11/2022,08/29/2022,Operations,Individual Contributor,Voluntary
EMP1548,06/13/2023,10/28/2023,Product Development,Individual Contributor,Voluntary
EMP1549,09/18/2020,,Finance,Individual Contributor,
EMP1550,09/04/2022,,Operations,Senior,
EMP1551,08/14/2020,06/26/2022,HR,Individual Contributor,Involuntary
EMP1552,09/19/2024,10/20/2024,Marketing,Senior,Voluntary
EMP1553,11/28/2022,,Engineering,Individual Contributor,
EMP1554,04/15/2023,03/06/2025,Finance,Individual Contributor,Layoff
EMP1555,01/23/2023,09/19/2024,Marketing,Individual Contributor,Voluntary
EMP1556,08/13/2023,12/17/2024,Engineering,Lead,Voluntary
EMP1557,09/05/2024,,Engineering,Lead,
EMP1558,10/10/2020,11/14/2022,Product Development,Individual Contributor,Voluntary
EMP1559,05/18/2021,12/21/2022,HR,Senior,Voluntary
EMP1560,11/16/2023,,Finance,Manager,
EMP1561,12/20/2023,,Operations,Individual Contributor,
EMP1562,03/18/2023,07/18/2023,Customer Support,Individual Contributor,Voluntary
EMP1563,01/15/2020,08/18/2020,Operations,Individual Contributor,
EMP1564,02/07/2022,,Finance,Individual Contributor,
EMP1565,09/23/2024,02/08/2025,Engineering,Individual Contributor,Voluntary
EMP1566,03/08/2021,07/23/2021,HR,Manager,
EMP1567,04/11/2022,,Finance,Lead,
EMP1568,01/18/2021,,Sales,Senior,
EMP1569,02/01/2022,03/13/2025,Engineering,Individual Contributor,Voluntary
EMP1570,03/08/2021,07/26/2021,Sales,Manager,
EMP1571,08/07/2023,,Engineering,Individual Contributor,
EMP1572,07/08/2022,,Marketing,Senior,
EMP1573,09/21/2022,02/12/2023,HR,Lead,Involuntary
EMP1574,05/15/2025,,Operations,Lead,
EMP1575,03/27/2022,11/24/2023,Product Development,Lead,Voluntary
EMP1576,02/12/2022,,Marketing,Director,
EMP1577,10/12/2025,,Finance,Director,
EMP1578,09/07/2022,11/03/2022,Product Development,Lead,Voluntary
EMP1579,03/01/2024,07/20/2024,Customer Support,Director,Voluntary
EMP1580,11/20/2020,,HR,Individual Contributor,
EMP1581,11/22/2023,,Finance,Senior,
EMP1582,04/01/2022,11/14/2024,Finance,Director,Involuntary
EMP1583,01/06/2022,08/07/2023,Customer Support,Individual Contributor,Voluntary
EMP1584,03/08/2020,10/15/2022,Operations,Director,Voluntary
EMP1585,07/27/2021,03/02/2022,Customer Support,Individual Contributor,Voluntary
EMP1586,10/14/2023,09/05/2024,Customer Support,Lead,Voluntary
EMP1587,04/01/2021,05/12/2021,Finance,Lead,
EMP1588,02/17/2021,04/08/2023,Operations,Senior,Involuntary
EMP1589,05/21/2024,,Sales,Lead,
EMP1590,07/14/2023,,Sales,Senior,
EMP1591,10/27/2021,09/06/2022,Operations,Individual Contributor,Voluntary
EMP1592,03/05/2022,,Marketing,Senior,
EMP1593,03/25/2020,08/19/2020,Finance,Manager,Voluntary
EMP1594,03/14/2021,04/23/2023,Finance,Senior,Voluntary
EMP1595,10/19/2025,,Customer Support,Lead,
EMP1596,08/07/2021,12/10/2023,Customer Support,Individual Contributor,Voluntary
EMP1597,03/27/2020,,Marketing,Senior,
EMP1598,04/01/2021,08/22/2023,HR,Individual Contributor,Layoff
EMP1599,01/15/2022,02/17/2025,Operations,Lead,Voluntary
EMP1600,11/08/2021,03/18/2022,Product Development,Individual Contributor,Involuntary
EMP1601,10/26/2022,03/04/2023,Finance,Manager,Involuntary
EMP1602,09/22/2020,,Engineering,Individual Contributor,
EMP1603,06/06/2023,,Engineering,Individual Contributor,
EMP1604,01/09/2021,12/07/2024,Operations,Individual Contributor,Involuntary
EMP1605,07/12/2021,,HR,Senior,
EMP1606,02/01/2021,,Marketing,Manager,
EMP1607,12/23/2022,07/24/2024,Marketing,Senior,Voluntary
EMP1608,04/21/2021,11/21/2021,Operations,Lead,
EMP1609,11/16/2022,04/12/2023,Marketing,Lead,Involuntary
EMP1610,11/17/2025,,Operations,Director,
EMP1611,04/25/2024,,Marketing,Individual Contributor,
EMP1612,07/04/2023,05/08/2024,Operations,Senior,Voluntary
EMP1613,12/28/2022,02/19/2023,Finance,Lead,Involuntary
EMP1614,07/21/2021,,Sales,Individual Contributor,
EMP1615,04/28/2022,09/01/2024,Sales,Individual Contributor,Voluntary
EMP1616,03/26/2022,08/17/2023,Product Development,Individual Contributor,Involuntary
EMP1617,01/25/2024,,Sales,Senior,
EMP1618,02/19/2022,01/14/2023,Customer Support,Lead,Voluntary
EMP1619,07/18/2021,12/12/2024,Finance,Individual Contributor,Layoff
EMP1620,03/26/2024,08/16/2024,Engineering,Individual Contributor,Involuntary
EMP1621,05/28/2022,,HR,Individual Contributor,
EMP1622,08/23/2021,01/09/2023,Sales,Individual Contributor,Voluntary
EMP1623,05/15/2021,07/11/2021,Customer Support,Individual Contributor,
EMP1624,07/15/2021,,Sales,Individual Contributor,
EMP1625,06/21/2023,07/29/2023,Customer Support,Lead,Involuntary
EMP1626,07/15/2021,08/28/2022,Marketing,Senior,Voluntary
EMP1627,09/12/2020,11/10/2020,Finance,Individual Contributor,Voluntary
EMP1628,09/04/2020,10/13/2020,Product Development,Individual Contributor,Involuntary
EMP1629,07/27/2023,09/04/2023,Marketing,Individual Contributor,Voluntary
EMP1630,03/02/2020,,Engineering,Director,
EMP1631,03/16/2021,07/16/2023,Sales,Manager,Voluntary
EMP1632,07/26/2022,09/16/2022,Operations,Individual Contributor,Involuntary
EMP1633,03/08/2022,04/20/2024,Operations,Individual Contributor,Involuntary
EMP1634,10/20/2022,06/05/2025,HR,Individual Contributor,Voluntary
EMP1635,08/04/2021,07/02/2024,Customer Support,Lead,Layoff
EMP1636,03/23/2022,08/01/2023,Sales,Senior,Voluntary
EMP1637,07/09/2021,08/10/2021,HR,Senior,
EMP1638,01/24/2024,,Customer Support,Manager,
EMP1639,08/07/2021,,Finance,Senior,
EMP1640,02/22/2022,,HR,Senior,
EMP1641,08/10/2022,01/06/2023,Operations,Individual Contributor,Involuntary
EMP1642,11/01/2020,06/18/2021,HR,Individual Contributor,Voluntary
EMP1643,09/25/2024,,Marketing,Lead,
EMP1644,02/20/2025,,Marketing,Lead,
EMP1645,06/09/2024,,Finance,Senior,
EMP1646,07/08/2022,02/17/2023,Finance,Individual Contributor,Voluntary
EMP1647,03/21/2020,08/17/2024,Marketing,Senior,Involuntary
EMP1648,10/19/2024,,Marketing,Senior,
EMP1649,06/10/2023,10/10/2023,Customer Support,Individual Contributor,Voluntary
EMP1650,10/22/2020,06/05/2024,Operations,Individual Contributor,Involuntary
EMP1651,03/27/2023,08/11/2023,Marketing,Individual Contributor,Involuntary
EMP1652,09/19/2021,01/21/2025,Engineering,Senior,Voluntary
EMP1653,01/19/2021,,Finance,Lead,
EMP1654,10/28/2021,,Operations,Senior,
EMP1655,05/24/2021,04/06/2023,Finance,Manager,Voluntary
EMP1656,03/28/2021,,HR,Lead,
EMP1657,03/07/2021,,Sales,Individual Contributor,
EMP1658,05/27/2021,01/02/2023,Sales,Director,Layoff
EMP1659,05/23/2021,10/10/2021,Sales,Individual Contributor,
EMP1660,11/20/2020,01/05/2021,Operations,Individual Contributor,
EMP1661,02/04/2024,,HR,Lead,
EMP1662,03/04/2024,04/26/2024,Operations,Senior,Voluntary
EMP1663,08/23/2020,01/09/2021,Customer Support,Individual Contributor,Voluntary
EMP1664,01/10/2020,,Sales,Individual Contributor,
EMP1665,08/13/2021,,Engineering,Individual Contributor,
EMP1666,04/03/2023,,Marketing,Lead,
EMP1667,03/14/2021,10/15/2021,HR,Individual Contributor,
EMP1668,10/21/2024,12/18/2024,Finance,Individual Contributor,Voluntary
EMP1669,02/21/2022,04/09/2022,Marketing,Individual Contributor,Involuntary
EMP1670,02/01/2022,,Operations,Individual Contributor,
EMP1671,09/21/2023,08/03/2024,Marketing,Lead,Voluntary
EMP1672,06/06/2023,04/24/2024,Sales,Individual Contributor,Involuntary
EMP1673,02/22/2022,06/30/2022,Operations,Senior,Voluntary
EMP1674,09/25/2024,,Marketing,Senior,
EMP1675,12/25/2021,05/06/2025,Engineering,Manager,Voluntary
EMP1676,04/08/2022,02/18/2023,Customer Support,Manager,Voluntary
EMP1677,01/02/2022,,Finance,Individual Contributor,
EMP1678,02/03/2023,,Customer Support,Lead,
EMP1679,09/13/2021,,Sales,Individual Contributor,
EMP1680,03/22/2021,,Operations,Individual Contributor,
EMP1681,04/15/2024,,Sales,Individual Contributor,
EMP1682,07/20/2021,09/15/2021,Product Development,Individual Contributor,
EMP1683,02/06/2020,03/12/2020,Customer Support,Individual Contributor,Voluntary
EMP1684,09/25/2022,08/08/2023,Product Development,Individual Contributor,Involuntary
EMP1685,03/08/2022,10/23/2023,Marketing,Individual Contributor,Voluntary
EMP1686,01/01/2022,02/10/2022,Finance,Individual Contributor,Voluntary
EMP1687,06/26/2022,,Operations,Senior,
EMP1688,08/07/2025,,Sales,Lead,
EMP1689,07/14/2020,06/10/2025,Operations,Individual Contributor,Layoff
EMP1690,12/10/2022,07/25/2023,HR,Senior,Voluntary
EMP1691,01/05/2021,,Sales,Manager,
EMP1692,05/15/2021,09/30/2023,Finance,Individual Contributor,Voluntary
EMP1693,11/08/2023,03/18/2025,HR,Lead,Voluntary
EMP1694,03/05/2024,,Sales,Manager,
EMP1695,07/23/2023,12/10/2023,Operations,Senior,Voluntary
EMP1696,08/16/2024,01/01/2025,HR,Individual Contributor,Voluntary
EMP1697,10/04/2021,,Marketing,Individual Contributor,
EMP1698,08/10/2021,09/24/2022,Finance,Individual Contributor,Layoff
EMP1699,11/12/2025,,Sales,Individual Contributor,
EMP1700,03/15/2022,,Engineering,Senior,
EMP1701,03/09/2024,01/29/2025,Engineering,Manager,Involuntary
EMP1702,03/13/2021,11/02/2022,HR,Individual Contributor,Involuntary
EMP1703,10/28/2022,,Sales,Lead,
EMP1704,05/03/2023,06/19/2024,Sales,Lead,Voluntary
EMP1705,11/14/2021,04/04/2023,Finance,Manager,Voluntary
EMP1706,09/16/2022,10/26/2022,HR,Individual Contributor,Voluntary
EMP1707,09/15/2022,05/10/2025,Sales,Individual Contributor,Voluntary
EMP1708,09/12/2020,01/15/2021,Product Development,Individual Contributor,Involuntary
EMP1709,06/24/2024,,HR,Director,
EMP1710,05/28/2023,04/10/2025,Operations,Individual Contributor,Involuntary
EMP1711,03/10/2022,07/11/2022,HR,Individual Contributor,Voluntary
EMP1712,09/11/2021,07/29/2023,Operations,Individual Contributor,Voluntary
EMP1713,03/09/2024,07/25/2024,HR,Individual Contributor,Involuntary
EMP1714,02/25/2023,10/15/2023,Marketing,Manager,Voluntary
EMP1715,10/09/2021,12/03/2022,Customer Support,Individual Contributor,Voluntary
EMP1716,09/08/2021,01/22/2022,Marketing,Manager,Involuntary
EMP1717,09/23/2021,11/13/2021,Marketing,Manager,
EMP1718,07/28/2022,12/26/2023,Finance,Individual Contributor,Involuntary
EMP1719,12/17/2022,08/01/2023,Operations,Individual Contributor,Voluntary
EMP1720,08/09/2021,09/20/2023,Customer Support,Senior,Voluntary
EMP1721,06/03/2021,,Finance,Individual Contributor,
EMP1722,07/21/2025,,HR,Individual Contributor,
EMP1723,02/07/2022,12/07/2024,Marketing,Lead,Voluntary
EMP1724,07/24/2025,,Marketing,Individual Contributor,
EMP1725,01/15/2023,06/03/2025,Finance,Lead,Voluntary
EMP1726,02/09/2020,03/18/2020,HR,Individual Contributor,Voluntary
EMP1727,04/14/2022,,Operations,Lead,
EMP1728,03/02/2020,10/28/2023,Product Development,Individual Contributor,Voluntary
EMP1729,02/19/2022,01/10/2023,Product Development,Senior,Involuntary
EMP1730,07/27/2023,,Sales,Senior,
EMP1731,02/14/2022,04/07/2022,Product Development,Individual Contributor,Voluntary
EMP1732,09/26/2023,,Sales,Individual Contributor,
EMP1733,06/23/2021,,Marketing,Manager,
EMP1734,08/12/2021,10/10/2023,Finance,Individual Contributor,Voluntary
EMP1735,01/26/2023,,Marketing,Senior,
EMP1736,03/19/2022,,Operations,Director,
EMP1737,07/08/2022,,Sales,Director,
EMP1738,02/26/2022,03/31/2023,Customer Support,Senior,Voluntary
EMP1739,07/28/2022,,Finance,Individual Contributor,
EMP1740,07/21/2024,,Engineering,Senior,
EMP1741,08/28/2023,10/06/2023,Marketing,Individual Contributor,Involuntary
EMP1742,11/22/2021,10/04/2024,Sales,Lead,Voluntary
EMP1743,10/09/2023,03/05/2024,Finance,Individual Contributor,Voluntary
EMP1744,12/10/2024,01/29/2025,Finance,Individual Contributor,Involuntary
EMP1745,09/13/2024,,Sales,Lead,
EMP1746,08/09/2023,09/17/2023,Sales,Lead,Voluntary
EMP1747,05/21/2021,,HR,Individual Contributor,
EMP1748,10/01/2022,08/15/2023,Operations,Manager,Involuntary
